"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","195","Runs Cucumber Scenarios","Surefire suite","Thu Feb 06 21:49:09 GMT 2025","passed","Thu Feb 06 21:49:09 GMT 2025","de.blackned.training.cucumber.ArithmeticAcceptanceTest","Surefire test","de.blackned.training.cucumber.ArithmeticAcceptanceTest","runScenario"
"","1","Runs Cucumber Scenarios","Surefire suite","Thu Feb 06 21:49:09 GMT 2025","passed","Thu Feb 06 21:49:09 GMT 2025","de.blackned.training.cucumber.ArithmeticAcceptanceTest","Surefire test","de.blackned.training.cucumber.ArithmeticAcceptanceTest","runScenario"
