"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","224","Runs Cucumber Scenarios","Surefire suite","Thu Feb 06 21:27:54 GMT 2025","passed","Thu Feb 06 21:27:54 GMT 2025","de.blackned.training.cucumber.ArithmeticAcceptanceTest","Surefire test","de.blackned.training.cucumber.ArithmeticAcceptanceTest","runScenario"
"","0","Runs Cucumber Scenarios","Surefire suite","Thu Feb 06 21:27:54 GMT 2025","passed","Thu Feb 06 21:27:54 GMT 2025","de.blackned.training.cucumber.ArithmeticAcceptanceTest","Surefire test","de.blackned.training.cucumber.ArithmeticAcceptanceTest","runScenario"
